id,title,release_date,director,genres,vote_average,poster_path,overview
46068,Abbott y Costello en Hollywood,1945-10-05,S. Sylvan Simon,Comedia,5.6,/bZ6yuOKwegA5rMGsGP1HAhsBRJt.jpg,"A pesar de que en el título aparece la palabra Hollywood, esta comedia no gira en torno al mundo del cine, sino al de la música. Abbott y Costello vuelven a interpretar a dos perdedores que sueñan con convertirse en importantes agentes musicales. Quieren cumplir su sueño, así que empiezan con pequeños clientes con carreras alejadas del estrellato. Por el momento son unos don nadie, habrá que ver si la pareja de cómicos consigue convertirlos en los reyes de la música."
33474,Abbott and Costello en la  Legion Extrangera,1950-08-05,Charles Lamont,"Comedia,Aventura",6.0,/e5sTLCpmqd6gWWbZ4cps9UkTKiN.jpg,"Jonesy y Lou están en Argelia buscando un luchador que están promoviendo. El sargento Axmann los engaña para que se unan a la Legión Extranjera, después de lo cual descubren la colaboración de Axmann con el desagradable jeque Hamud El Khalid. Los bits incluyen los avistamientos de espejismo de Lou, uno de los vendedores de periódicos de Nueva York (""me dieron una mala esquina"")."
11519,1941,1979-12-14,Steven Spielberg,"Comedia,Bélica",5.8,/j4JacynSkTBgAAptXykK3tHlHYo.jpg,La histeria colectiva se apodera de los habitantes de las costas de California en los días posteriores al ataque japonés contra Pearl Harbor. Un submarino nipón se ha extraviado y la población teme una invasión.
84165,Dos días en Nueva York,2012-03-28,Julie Delpy,"Comedia,Drama,Romance",5.597,/tK6G639JfQV36WRr9wTu1D9iZRg.jpg,"Marion (Delpy) se ha separado de Jack, pero su nuevo novio (Chris Rock) tendrá que vérselas con el excéntrico padre y con toda la familia de ella durante una visita de dos días en New York. Secuela de Dos días en París (2007)."
1845,2 días en París,2007-02-09,Julie Delpy,"Comedia,Romance",6.246,/nqI4ppBUhP3DzZXpMqY7Gf5XE1O.jpg,"Julie Delpy dirige, protagoniza, produce y escribe la música de su ópera prima. Marion (Delpy), una fotógrafa francesa, decide llevar a Jack, su novio americano (Adam Goldberg), de visita a París con la esperanza de que la relación adquiera algo de romanticismo. Pero los pesadísimos padres de Marion, sus ex novios y la obsesión de Jack por fotografiar cada monumento funerario de la ciudad no facilitarán mucho las cosas."
63066,25 Watts,2001-01-28,Juan Pablo Rebella,"Comedia,Drama",6.6,/agNqkre8kYfCLaFb38NhXdmPiMv.jpg,"Javi, Seba y Leche son tres amigos que se pasan el día sin nada que hacer. Reacios a trabajar, a estudiar o a comprometerse, su diversión consiste en juntarse en el barrio a fumar, tomar cerveza y criticar esperando el próximo domingo."
584427,4 latas,2019-03-01,Gerardo Olivares,"Comedia,Drama",5.909,/hxtvnvWdeibiDc6mU5ftAUPGofe.jpg,"Al saber que su amigo Joseba está enfermo, Tocho y Jean Pierre deciden ir a visitarle a Mali. Recordando los viajes que hicieron los tres juntos cruzando África en coches que luego vendían en Mali y Níger, se aventuran en el desierto del Sáhara a bordo de un 4 latas."
101475,A caballo de un Tigre,1961-12-20,Luigi Comencini,"Drama,Comedia",7.2,/isrepjJ8j8a2lHSRGZuuF4e111E.jpg,"Giacinto Rossi es un infeliz condenado a tres años de prisión por simular un robo. Cuando sólo le quedan 10 meses para salir y volver con su mujer e hijos, sus tres compañeros de celda lo incluyen a la fuerza en sus planes de fuga. (FILMAFFINITY)"
11287,Ellas dan el golpe,1992-07-01,Penny Marshall,"Comedia,Drama",7.212,/qHVHUVhE7RqjtecoSAnqYukiIos.jpg,"En 1943, mientras los hombres estaban en la guerra, el béisbol estuvo a punto de desaparecer. Se formó entonces una liga femenina que intentaba captar la atención del público. Dottie y Mae formaban parte de uno de esos equipos femeninos que debían demostrar que eran capaces de competir y luchar como hombres. Lo peor era que tenían que soportar a Jimmy, un sarcástico y alcohólico entrenador."
348678,Un hombre llamado Ove,2015-12-25,Hannes Holm,"Comedia,Drama",7.601,/6hC0QZytb82Hf51qBeTYK5kKuhX.jpg,"Ove (Rolf Lassgård), de 59 años, es un hombre gruñón que ha perdido la fe en todo el mundo, incluido en él mismo; hasta que su visión negativa del hombre y la sociedad es puesta a prueba por una familia que se muda a la casa de al lado."
33998,Un mono en invierno,1962-07-29,Henri Verneuil,"Drama,Comedia",7.57,/3Ssn6zjzTzLvwvGwh2V9GJWaJRy.jpg,"Gabriel llega a las costas de Normandía para visitar a su hija, interna en un colegio de señoritas. Allí traba amistad con Albert, un hombre mayor y amargado que ahoga sus penas en alcohol. (FILMAFFINITY)"
232572,Un paseo por el bosque,2015-09-02,Ken Kwapis,"Aventura,Comedia,Drama",6.123,/w5wLafcCD4nNtQLKdQLg4rhynEt.jpg,"Tras pasar dos décadas en Inglaterra, Bill Bryson regresa a los Estados Unidos con el fin de emprender la gran aventura de su vida: escalar los Apalaches, atravesando algunos de los paisajes más bellos del continente. En este viaje cuenta con la ayuda de un viejo amigo, que es el único loco dispuesto a acompañarlo. El único problema es que tienen una idea muy distinta de lo que significa ""aventura"". Adaptación de las memorias de Bryson, un conocido escritor de libros de viajes."
2757,Adaptation. El ladrón de orquídeas,2002-12-06,Spike Jonze,"Comedia,Crimen,Drama",7.342,/d4DUAAHul6TKHRkXnj59Cy1WYnp.jpg,"Charlie Kaufman, un guionista de Los Ángeles, vive un periodo de crisis creativa, todo lo contrario que su hermano gemelo Donald. Charlie escribe tal como vive: con gran dificultad y lleno de inseguridades, mientras que Donald vive tal como escribe: con dejadez. Por su parte, Susan escribe sobre la vida, pero es incapaz de vivirla. Por el contrario, la intensa y aventurera vida de John es digna de una novela."
14588,"Ella, él y Asta",1936-12-25,W.S. Van Dyke,"Comedia,Misterio,Crimen",7.4,/lvsce2NBLzXKJHeO6aqD8jqP9Ki.jpg,"Es fin de año, y Nick y Nora Charles han regresado a la costa Oeste, a San Francisco, tras pasar sus vacaciones de Navidad en Nueva York. Nada más llegar se encuentran con otro misterio: el juguetón marido de la prima de Nora ha desaparecido. Comienza así la reunión con sospechosos insólitos... Basada en una novela de Dashiell Hammett"
632318,Alelí,2019-10-02,Leticia Jorge,"Comedia,Drama",6.8,/9gtcPLk0qEGghqIW1g7DJ4Jydf3.jpg,"AL de Alba y Alfredo, E de Ernesto y LI de Lilián. Las iniciales de todos forman el nombre que cuelga al frente de la casa de playa: ALELÍ. De todos menos de Silvana, que nació́ tarde. Después de la muerte del padre de los Mazzotti, la venta de la casa es inminente. A raíz de un inesperado retraso en la ejecución de la venta, la familia se embarca en un fin de semana de ira desenfrenada, voluntades encontradas, nostalgia no resuelta, sillas de playa, flores de Bach y encontronazos con la ley. Un fin de semana en el que todos chocarán entre sí, figurativa y literalmente hablando."
7857,Amarcord,1973-12-18,Federico Fellini,"Comedia,Drama",7.885,/i2BL91OVOONviajAE0VlbMAyOm9.jpg,"Historia de un hombre que un día se da cuenta de que apenas reconoce a las personas con las que ha vivido durante años, hasta el punto de que su propia esposa e hijos le parecen extraños y todo lo que lo rodea le resulta opaco e indiferente. Se lanza entonces a la búsqueda desesperada de algún punto de referencia para recuperar su identidad y no hundirse en el caos. Emprende así, a través de las ilimitadas regiones de la memoria, un viaje que lo conduce a la infancia, a la época en que era un niño que vivía en un pequeño pueblo costero; a la Italia de los años treinta, cuando el fascismo había alcanzado el punto culminante de su apogeo."
194,Amelie,2001-04-25,Jean-Pierre Jeunet,"Comedia,Romance",7.916,/mYvUib00miJWxWkiXhy3QnrCj96.jpg,"Amélie Poulain (Audrey Tautou) es una joven camarera que vive en París y que tiene una imaginación desbordante. Un día, encuentra una caja con objetos antiguos que pertenecían al antiguo inquilino de su apartamento. Amélie decide devolver la caja a su dueño y ver su reacción. Al ver la felicidad que le provoca, Amélie se propone hacer felices a los demás con pequeños gestos. Así, ayuda a sus vecinos, a sus compañeros de trabajo y a su padre, mientras se divierte con sus ocurrencias. Pero en su búsqueda de la felicidad ajena, Amélie se olvida de la suya propia, hasta que conoce a Nino Quincampoix (Mathieu Kassovitz), un joven coleccionista de fotos que le roba el corazón."
14,American Beauty,1999-09-15,Sam Mendes,Drama,8.001,/wdXHzwh4DCifigYD50YEYM6CJS3.jpg,"Divertida, inquietante y sorprendente incursión en la América suburbana a través de las vidas de Lester y Carolyn, una pareja perteneciente a la clase medio-alta cuyo matrimonio -y cuyas vidas- lentamente se deshacen. Carolyn odia a su marido, su hija lo desprecia y su jefe está a punto de despedirlo. Así que Lester decide cambiar algunas cosas en su vida; a medida que va siendo más libre, consigue ser más feliz, lo que enfurece más a su esposa y a su hija."
628917,Encurtido en el tiempo,2020-08-06,Brandon Trost,"Comedia,Drama",5.738,/rLkHI9VKlzvS8kVIlW0bt9evX2I.jpg,"Un trabajador inmigrante en una fábrica de encurtidos se conserva accidentalmente durante 100 años y se despierta en la actual Brooklyn. Se entera de que su único pariente sobreviviente es su bisnieto, un codificador de computadoras con el que no puede conectarse."
17663,Ana de las tejas verdes,1985-12-01,Kevin Sullivan,"Familia,Drama",8.091,/bofIDdh1mQ2sdOmbrxYLOweAeVt.jpg,"Todo un clásico de la televisión canadiense -a su vez basada en una joya de la literatura infantil del país norteamericano-. Ambientada en la isla de Prince Edward a finales del siglo XIX, narra la historia de Anne, una niña huérfana de once años que viaja desde el orfanato donde reside hasta la granja de ""Tejas Verdes"". Allí una pareja de hermanos, ambos mayores, la esperan para adoptarla. Al llegar, la niña descubre que todo ha sido un error porque los Cuthbert esperaban en realidad adoptar un muchacho que pudiera ayudarles a llevar la granja. (FILMAFFINITY)"
703,Annie Hall,1977-04-19,Woody Allen,"Comedia,Drama,Romance",7.732,/8zsJ5bgIjOBc9YGFE7jVffDom0Z.jpg,"Alvy Singer, un tipo algo neurótico, trabaja como humorista en clubs nocturnos. A sus 40 años, tras romper con Annie, su última novia, reflexiona sobre su vida, rememorando sus amores, sus matrimonios, pero muy en especial su relación con Annie, a la que conoció en una cancha de tenis. Al final, llega a la conclusión de que son sus manías y obsesiones las que siempre acaban arruinando su relación con las mujeres."
817805,100 Missions Surviving Vietnam,2020-11-09,,Documental,6.0,/fhA9yynomCYiEMkVlGJnLnJzV6u.jpg,
890825,Los 14 ochomiles: No hay nada imposible,2021-11-12,Torquil Jones,Documental,7.378,/8YS9oRn9rcAyBhYELFbGKk1TpFs.jpg,El intrépido escalador nepalí Nimsdai Purja emprende una misión aparentemente imposible: coronar los 14 picos del mundo que superan los 8000 metros en solo siete meses.
246400,20.000 días en la Tierra,2014-07-05,Iain Forsyth,"Documental,Drama,Música",7.0,/AcTdhsJ31wfpMJ11btAyQCKqarg.jpg,"Drama y realidad se combinan en 24 horas ficticias en la vida del músico e icono cultural internacional Nick Cave. Con ideas sorprendentes y un íntimo retrato del proceso artístico, la película examina lo que nos hace ser lo que somos y celebra el poder transformador del espíritu creativo."
159014,A 20 pasos de la fama,2013-06-14,Morgan Neville,"Documental,Música",7.176,/dFEzJNt77jckUCQKn7ItjjS4Dp6.jpg,"La desconocida historia de las coristas que han acompañado a algunas de las más grandes leyendas de la música. Junto con metraje de archivo y una inigualable banda sonora, el documental incluye entrevistas con Bruce Springsteen, Stevie Wonder, Mick Jagger o Sting, entre otros muchos. Las coristas viven en un mundo que se encuentra más allá del punto de mira. Sus voces armonizan a las bandas más populares de la música, pero nunca sabemos quién son estas cantantes o qué vida que llevan, hasta ahora."
240910,3 Millones,2011-12-01,Yamandú Roos,Documental,6.0,/pmGscaKjK3cOPSX90zVlctOy2AQ.jpg,"Uruguay, un pequeño país con un pasado de gloria futbolística. Sudáfrica, el exótico escenario de la Copa del Mundo 2010. Los Roos, padre Jaime (músico uruguayo) e hijo Yamandú (fotógrafo holandés), deciden reencontrarse en el registro de esta aventura. El vínculo se afianza, las esperanzas crecen, los pronósticos se revierten. La realidad supera lo imaginado, el viaje se convierte en un documento único."
530838,700 Tiburones,2018-06-09,Luc Marescot,Documental,6.8,/eMR4xVriPPCIwe444V2k3elYVps.jpg,"En la Polinesia Francesa, Laurent Ballesta y su equipo de buzos utilizan tecnología de rastreo y sofisticadas técnicas de cámara para investigar una manada de 700 tiburones grises que patrulla las aguas en masa; captando increíbles comportamientos nunca antes captados por una cámara."
558577,A Final Cut for Orson: 40 Years in the Making,2018-09-01,Ryan Suffern,Documental,6.773,/u8Qwlqai2uQbqN2XD7X5IR8nCPE.jpg,
719917,Adventure Thru the Walt Disney Archives,2020-06-27,John Gleim,Documental,7.2,/rpdlWEgKxDMe0HIsLZtlR1VjzVm.jpg,
502153,Ali & Cavett: The Tale of the Tapes,2018-08-02,Robert S. Bader,Documental,7.2,/lbD8G7g92meTk7MgwHhR4dpel0I.jpg,"La vida y los tiempos de Muhammed Ali se muestran a través del lente de sus numerosas apariciones en The Dick Cavett Show. La película presenta nuevas entrevistas con Dick Cavett, el reverendo Al Sharpton y Larry Merchant, así como material de archivo del espectáculo Cavett."
672540,Amazon Empire: The Rise and Reign of Jeff Bezos,2020-02-18,James Jacoby,Documental,7.5,/6H1mDH4hz6GZZg3MJ9eguDxpe9E.jpg,
18094,"Anvil, el sueño de una banda de rock",2008-01-14,Sacha Gervasi,"Documental,Música",7.6,/rDrMuFaWBKwjwEnw4C06Sm97huY.jpg,"Documental sobre Anvil, la banda más popular del heavy metal canadiense. Entre 2005 y 2006 Gervasi filmó algunos shows de la banda y también entrevistó a algunos amigos de Anvil. Cuando consideró que ya tenía suficiente material, estrenó el documental. Se estrenó en el festival Sundance y obtuvo una excelente acogida por parte de la crítica."
284470,Atari: Game Over,2014-11-19,Zak Penn,Documental,6.595,/69VCXTki2gDutUhndJgU8UHlvxA.jpg,"Documental sobre el auge y caída de la empresa de videojuegos Atari a través del misterio de los cartuchos del videojuego 'E.T.'(considerado por muchos como el peor de la historia), enterrados 30 años atrás en el desierto de Nuevo México tras su estrepitoso fracaso."
628259,Aute retrato,2019-09-13,Gaizka Urresti,"Documental,Música",8.0,/6XwOVzPA5rb0Q9Pp3YfUd2N5tlU.jpg,"Un recorrido por las distintas facetas creativas de Luis Eduardo Aute: cantautor, pintor, poeta, cineasta. Colaboradores y amigos cuentan la vida de este artista total y desvelan el impacto que su obra tuvo en el pasado, tiene en el presente y tendrá en el futuro."
774823,Cousteau: Pasado y futuro,2021-10-22,Liz Garbus,Documental,7.032,/osZurOq3nwkF4S2u1bGzoWHW3qP.jpg,"Se centrará en la revolución inventor-explorador-ecologista-cineasta, por ejemplo, en dar al ser humano los recursos para explorar el océano con Aqua Lung, poniendo el foco en la contaminación oceánica y en su larga colaboración."
869250,"En la piel de James Bond, (The Daniel Craig Story)",2021-08-29,Baillie Walsh,Documental,7.8,/kKG9gieki5wgEcVXLfnX1lbOcrO.jpg,"Documental de 45 minutos que repasa la carrera de Daniel Craig y su asociación al personaje de James Bond a lo largo de 15 años, incluyendo escenas nunca vistas detrás de las cámaras."
655050,Belushi,,Steven Conrad,Drama,0.0,,
438468,Bill Nye: Science Guy,2017-04-10,Jason Sussberg,Documental,6.4,/S8hd9NitC0zPD950cqOG1nM6Xa.jpg,"Una personalidad famosa de la televisión lucha por poner a la ciencia en el lugar que se merece, en un mundo hostil a la evidencia y la razón."
252178,´71,2014-10-10,Yann Demange,"Suspense,Acción,Drama,Bélica",6.808,/mdychWI794HVjCjeJjAk3FdJgeq.jpg,"Corre el año 1971, y la tensión social en Irlanda del Norte está escalando hacia una situación casi de guerra civil. Tras un motín y un enfrentamiento muy violento entre vecinos de un barrio y el ejército, un joven soldado británico con poca experiencia, Gary, se extravía en las peligrosas calles de Belfast, donde el conflicto del IRA está en plena ebullición, y donde patrullan unidades paramilitares y bandas radicales callejeras."
389,12 hombres sin piedad,1957-04-10,Sidney Lumet,Drama,8.556,/qyVoDb3EKO5SnhpSRpztNmZjo70.jpg,"Tras escuchar todos los testimonios y valorar las pruebas presentadas, un jurado popular compuesto por doce hombres tiene que decidir, por unanimidad, si absuelve o condena a muerte a un joven acusado de haber matado a su padre. Al principio, once están completamente convencidos de su culpabilidad y se inclinan por la condena, pero el que discrepa empieza a plantear dudas razonables que, poco a poco, van resquebrajando la inicial seguridad de los demás."
389,12 hombres sin piedad,1957-04-10,Sidney Lumet,Drama,8.556,/qyVoDb3EKO5SnhpSRpztNmZjo70.jpg,"Tras escuchar todos los testimonios y valorar las pruebas presentadas, un jurado popular compuesto por doce hombres tiene que decidir, por unanimidad, si absuelve o condena a muerte a un joven acusado de haber matado a su padre. Al principio, once están completamente convencidos de su culpabilidad y se inclinan por la condena, pero el que discrepa empieza a plantear dudas razonables que, poco a poco, van resquebrajando la inicial seguridad de los demás."
625169,Doce huérfanos,2021-06-18,Ty Roberts,"Historia,Drama,Acción",7.153,/70vyk5XzrHRPH9VfbEQxh9FIvE3.jpg,"Perseguido por su misterioso pasado, un devoto entrenador de fútbol de la escuela secundaria lleva a un escuálido equipo de huérfanos al campeonato estatal durante la Gran Depresión e inspira a una nación rota en el camino."
76203,12 años de esclavitud,2013-10-18,Steve McQueen,"Drama,Historia",7.932,/1OoCd3fmjPHt9iCR4QxNGGrDyI0.jpg,"Basada en un hecho real ocurrido en 1850, narra la historia de Solomon Northup, un culto músico negro -y hombre libre- que vivía con su familia en Nueva York. Tras compartir una copa con dos desconocidos, Solomon descubre que ha sido drogado y secuestrado para ser vendido como esclavo en el Sur en una plantación de Louisiana. Renunciando a abandonar la esperanza, Solomon contempla cómo todos a su alrededor sucumben a la violencia, al abuso emocional y a la desesperanza. Entonces decide correr riesgos increíbles y confiar en la gente menos aparente para intentar recuperar su libertad y reunirse con su familia."
44115,127 horas,2010-11-12,Danny Boyle,"Aventura,Drama,Suspense",7.086,/1XbNkZMLXD9dYGZJ87nmQ62Mp2l.jpg,"Basada en la historia real de Aron Ralston, un intrépido montañero norteamericano tristemente famoso porque en mayo de 2003, durante una escalada, en Utah, sufrió una caída. Tras varios días inmovilizado e incapaz de encontrar una solución, tuvo que tomar una dramática decisión."
530915,1917,2019-12-25,Sam Mendes,"Bélica,Historia,Drama,Acción,Aventura",7.986,/aeCHv2Cwmum1Wc8a4NiGogdDDoA.jpg,"En lo más crudo de la Primera Guerra Mundial, dos jóvenes soldados británicos, Schofield y Blake reciben una misión aparentemente imposible. En una carrera contrarreloj, deberán atravesar el territorio enemigo para entregar un mensaje que evitará un mortífero ataque contra cientos de soldados, entre ellos el propio hermano de Blake."
368404,1984: A personal view of Orwells Nineteen Eighty Four,1983-01-01,,,0.0,,
844,2046,2004-10-20,Wong Kar-Wai,"Drama,Ciencia ficción,Romance",7.2,/93i0MALIu2r1IxTOp4gLsWmgWrC.jpg,"Él era escritor. Creía escribir sobre el futuro, pero en realidad era el pasado. En su novela, un misterioso tren salía de cuando en cuando con dirección al año 2046. Todos los que subían a él lo hacían con el mismo propósito: recobrar los recuerdos perdidos. Se decía que en 2046 nada cambiaba. Nadie sabía a ciencia cierta si eso era verdad, porque ninguno de los que viajaron regresó jamás. Con una excepción. Él estuvo allí. Se marchó voluntariamente."
474354,22 de julio,2018-10-04,Paul Greengrass,"Crimen,Drama,Historia,Suspense",7.079,/jQX1Ult7VWZnCttjY4x1hGQnN2s.jpg,"Una historia sobre el peor ataque terrorista en la historia de Noruega, en el que 70 personas perdieron la vida. 22 de Julio es una mirada al desastre en si, a los supervivientes, al sistema político noruego y a los abogados que trabajaron en este horrible suceso."
41357,Verano del 42,1971-04-19,Robert Mulligan,"Comedia,Drama,Romance",6.657,/c6Sqrp5aGuX38nXGYeKkoDas1hv.jpg,"Han pasado muchos años desde que Hernie pasó sus vacaciones con sus amigos Oscy y Benji en una isla de Nueva Inglaterra. Todavía recuerda aquel verano, en plena Segunda Guerra Mundial (1939-1945), en el que se enamoró de una atractiva mujer mucho mayor que él."
65,8 millas,2002-11-08,Curtis Hanson,"Drama,Música",7.14,/bRSMRkf06aUeZcmr5Cyxuv5vk4T.jpg,"La película narra la historia de Jimmy Smith Jr. (Eminem), un joven rapero que vive en un barrio pobre de Detroit y que sueña con triunfar en el mundo de la música. Jimmy tiene que enfrentarse a varios problemas, como su trabajo precario, su relación con su madre alcohólica y su hija pequeña, su novia infiel y sus rivales en el rap. Jimmy participa en unas batallas de rap donde tiene que demostrar su talento y su ingenio frente a otros raperos. Su objetivo es ganar el concurso que se celebra en el club 8 Mile, el límite entre el barrio blanco y el negro, y así conseguir el respeto y la fama que desea."
501907,Un amigo extraordinario,2019-09-07,Marielle Heller,"Historia,Familia,Drama",6.962,/u4gf0iVi6J2l9FDH1w0V0qdLQ47.jpg,"Una historia en la cual la bondad triunfa sobre el cinismo, y está basada en la historia de una amistad de la vida real entre Fred Rogers y el periodista Tom Junod. Tom es un escritor de revista hastiado (Matthew Rhys, ganador del Emmy) que tiene el encargo de entrevistar a Fred Rogers, quien lo ayudará a superar su escepticismo, y le enseñará sobre la bondad, el amor y el perdón. Después de todo, Fred Rogers es el vecino más querido de Estados Unidos."
185,La naranja mecánica,1971-10-28,Stanley Kubrick,"Ciencia ficción,Crimen",8.179,/p40pYh2EBPoyVyqw6qy2PAZkFVA.jpg,"Gran Bretaña, en un futuro indeterminado. Alex es un joven muy agresivo que tiene dos pasiones: la violencia desaforada y Beethoven. Es el jefe de la banda de los drugos, que dan rienda suelta a sus instintos más salvajes apaleando, violando y aterrorizando a la población. Cuando esa escalada de terror llega hasta el asesinato, Alex es detenido y, en prisión, se someterá voluntariamente a una innovadora experiencia de reeducación que pretende anular drásticamente cualquier atisbo de conducta antisocial."
429191,Una mujer fantástica,2017-04-06,Sebastián Lelio,Drama,6.999,/uIlx33SKoJh3Ne0QmQDi9mlcjGx.jpg,"Marina una joven camarera aspirante a cantante y Orlando, veinte años mayor, planean un futuro juntos. Tras una noche de fiesta, Marina lo lleva a urgencias, pero él muere al llegar al hospital. Ella debe entonces enfrentar las sospechas por su muerte. Su condición de mujer transexual supone para la familia de Orlando una completa aberración. Ella tendrá que luchar para convertirse en lo que es: una mujer fuerte, pasional… fantástica."
22649,Adiós a las armas,1932-12-08,Frank Borzage,"Drama,Romance,Bélica",6.1,/2EtoFW3bLq0ht3qdY9hIwRZqTat.jpg,"Antes de que los Estados Unidos entren en la guerra en 1917, Frederick, un periodista norteamericano, se alista como voluntario en el Cuerpo de Ambulancias italiano para poder seguir de cerca los acontecimientos. Tras recibir una herida, ingresa en un hospital y se enamora de Catherine, una enfermera británica."
800787,Una buena persona,2023-03-23,Zach Braff,"Drama,Comedia",7.038,/gEdO8nhhn7tLPWHDd6I61imUfg0.jpg,"Allison (Pugh) es una joven cuya vida se desmorona tras su participación en un accidente mortal. En los años siguientes, será la improbable relación que establece con su posible suegro (Freeman) la que le ayudará a vivir una vida que merezca la pena."
672208,Un héroe,2021-12-15,Asghar Farhadi,Drama,7.305,/8NIAwBz3vlnYeuAwNF6l3aqHqkm.jpg,"Rahim (Amir Jadidi) está en la cárcel por una deuda que no ha podido reembolsar. Durante un permiso de dos días, trata de convencer a su acreedor para que retire su reclamación de desembolso de una parte del pago. Pero las cosas no irán como tenía previsto."
270010,Esperando al rey,2016-04-22,Tom Tykwer,"Comedia,Drama",5.85,/s4yQmPvMtSrQTQlu43LIp8sMVJa.jpg,"Alan Clay (Tom Hanks) es un empresario estadounidense que, huyendo de la recesión, se traslada a Arabia Saudí, donde la economía se encuentra en pleno auge, para salvar su situación económica y poder mantener unida a su familia."
