id,name,first_air_date,actors,genres,vote_average,poster_path,overview,ubicacion
228963,Club Hooligans,2023-06-22,,"Misterio,Drama,Crimen",8.362,/67NGCkX3EUg5yY785cQ50zqyw1S.jpg,"Luego de una feroz lucha interna, dos hermanos son expulsados de la barra del club de sus amores. Solos, sin dinero, ni la protección del poder político, desatarán una guerra que pondrá a prueba su hermandad.",O
73107,Barry,2018-03-25,"Bill Hader, Sarah Goldberg, Anthony Carrigan, Henry Winkler, Stephen Root","Comedia,Crimen,Drama",7.906,/j1XpwD11f0BAEI7pX6UdMhUVX2F.jpg,Un asesino a sueldo y aspirante a actor se muda del medio oeste a Los Ángeles y queda maravillado con las clases de teatro a las que acude durante una misión.,M
197373,Based on a True Story,2023-06-08,"Kaley Cuoco, Chris Messina, Tom Bateman, Liana Liberato","Comedia,Drama",7.044,/5xPLk78TFStBi1dQAlG2mnoSK60.jpg,"Ava es una agente inmobiliaria obsesionada con los podcasts sobre asesinos en serie que no encuentra la forma de destacar en su trabajo como agente inmobiliaria. Nathan, su marido, una vieja promesa del tenis que vio frustrada su brillante carrera, lleva años trabajando como entrenador de tenis en un selecto club, pero acaba de ser sustituido, mandando al traste sus planes de futuro y su propio ego.",O
2287,Batman,1966-01-12,"Adam West, Burt Ward, Yvonne Craig, Neil Hamilton, Stafford Repp","Sci-Fi & Fantasy,Comedia,Action & Adventure",7.308,/1ZEJuuDh0Zpi5ELM3Zev0GBhQ3R.jpg,"Batman es una serie televisiva exhibida entre 1966 y 1968 en el canal estadounidense ABC, con un total de 120 episodios. La serie gira en torno a las aventuras contra el crimen de Batman (Adam West) y su ayudante Robin (Burt Ward) en Gotham City. La identidad secreta de Batman es la del elegante «filántropo millonario» Bruce Wayne (Bruno Díaz, en la versión traducida en México), que vivía en las afueras de la ciudad en la Mansión Wayne, con su joven pupilo Dick Grayson (Ricardo Tapia, en México), también conocido como Robin (Burt Ward), su fiel mayordomo Alfred (Alan Napier), y la tía Harriet Cooper (Madge Blake). Ayudaban a Batman: Batgirl (Yvonne Craig), el comisario de policía Gordon (Neil Hamilton), y el jefe de policía O'Hara (Stafford Repp).",M
154385,BEEF,2023-04-06,"Oscar Isaac, Carey Mulligan, Cailee Spaeny, Charles Melton, 윤여정","Comedia,Drama",7.757,/25ih0Xq2zWbxhhKxwhvswKYQyEr.jpg,Un incidente de tráfico entre dos desconocidos (un contratista fracasado y una empresaria descontenta) desata un conflicto que saca a relucir su lado más oscuro.,N
91520,Beforeigners,2019-08-21,"Nicolai Cleve Broch, Krista Kosonen","Drama,Sci-Fi & Fantasy",7.477,/ztvrjBkECvYYJKTt3SF7JnqSxOd.jpg,"Un nuevo fenómeno empieza a suceder en todo el mundo. Sobre el océano se divisan intensos flashes de luz y comienzan a aparecer personas de tres épocas concretas del pasado: la edad de piedra, la era vikinga y el final del siglo XIX. Nadie entiende cómo es posible.",J
262273,Being Gordon Ramsay,2026-02-18,Gordon Ramsay,Documental,7.727,/2n4dI6F0vRZJHSMep9vv9CS7FoE.jpg,"Este documental gastronómico acompaña al famoso chef Gordon Ramsay mientras compagina su vida familiar, su imperio mundial y su proyecto más importante hasta el momento.",P
85862,Belgravia,2020-03-15,"Tamsin Greig, Philip Glenister, Alice Eve, Ella Purnell, Jack Bardoe",Drama,7.09,/glwPmxzDI3cbHOeFvHVohLpbcDb.jpg,"La noche del 15 de junio de 1815, lo más selecto de la sociedad británica se reúne en Bruselas para asistir al baile de gala de la duquesa de Richmond en honor al duque de Wellington. Al día siguiente, muchos de los jóvenes que acudieron a la fiesta perderán la vida en el campo de batalla de Waterloo. Sophia Trenchard, hija de un exitoso comerciante, entenderá cuando se mude a Belgravia, el nuevo barrio de moda de Londres, lo que significó aquella noche en sus vidas...",K
211180,Belgravia: The Next Chapter,2024-01-14,"Harriet Slater, Benjamin Wainwright, Edward Bluemel, Elaine Cassidy, Claude Perron",Drama,7.575,/aWXqzX8ZJ7KDLn2FjYAiem8DRy9.jpg,"Cuenta la historia de amor entre Frederick Trenchard, el que ha crecido como el tercer Lord de Glanville, y su nuevo interés amoroso, Clara Dunn, una recién llegada a la alta sociedad londinense. Inconsciente de que es un hijo ilegítimo, su tumultuosa infancia dejó secuelas en Frederick, quien ahora verá como sus grandes inseguridades complicarán dicha relación.",O
128327,Bellas artes,2024-04-11,"Oscar Martínez, Ángela Molina, Ana Wagener, Dani Rovira, Aixa Villagrán","Comedia,Drama",8.0,/qAwpgOb59jvBu6eFfxztUQ3tN1Y.jpg,"Antonio Dumas, un prestigioso historiador de arte y gestor cultural. Culto y sofisticado, aunque bastante cínico y engreído, es nombrado director de un importante museo de arte contemporáneo en Madrid al salir victorioso en un concurso para ese cargo. Una vez asumida su nueva posición deberá afrontar, en medio de la fauna insólita del mundo del arte, un abanico de circunstancias y conflictos dispares: desde problemas gremiales y presiones políticas, hasta situaciones disparatadas en relación a las exposiciones y a los artistas.",O
